report_id,project_id,report_date,prepared_by,weather,temperature_c,manpower_direct,manpower_subcon,equipment_on_site,work_description,issues,visitors,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
DSR-PRJ-001-20260125,PRJ-001,2026-01-25,EMP-0063,Clear,37,86,315,49,Couple happy mention.,,2,,2026-01-25T07:21:00,2026-01-25T07:21:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260126,PRJ-001,2026-01-26,EMP-0047,Windy,25,135,455,46,Heavy low computer include north million.,,3,,2026-01-26T09:56:00,2026-01-26T09:56:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260127,PRJ-001,2026-01-27,EMP-0082,Clear,43,168,493,27,None worry character.,,6,,2026-01-27T10:40:00,2026-01-27T10:40:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260128,PRJ-001,2026-01-28,EMP-0064,Sunny,36,154,406,12,Individual leg unit listen network Democrat.,,8,,2026-01-28T14:40:00,2026-01-28T14:40:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260129,PRJ-001,2026-01-29,EMP-0044,Clear,47,209,324,36,Page benefit their agency TV city window.,Program because themselves training.,1,,2026-01-29T10:32:00,2026-01-29T10:32:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260131,PRJ-001,2026-01-31,EMP-0067,Clear,25,83,431,12,It always myself two.,,4,,2026-01-31T07:11:00,2026-01-31T07:11:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260201,PRJ-001,2026-02-01,EMP-0065,Sunny,38,135,430,11,Site early heart condition shoulder.,,10,,2026-02-01T10:04:00,2026-02-01T10:04:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260202,PRJ-001,2026-02-02,EMP-0072,Clear,42,130,333,45,Answer scientist answer condition.,Book charge feel worry identify expect even position.,8,,2026-02-02T09:20:00,2026-02-02T09:20:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260203,PRJ-001,2026-02-03,EMP-0064,Hot,29,97,109,42,Vote tend Mr eight outside car plan language.,Employee much feeling measure return both century actually.,6,,2026-02-03T12:08:00,2026-02-03T12:08:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260204,PRJ-001,2026-02-04,EMP-0015,Sandstorm,40,124,367,34,Benefit federal hear final military.,,5,,2026-02-04T13:57:00,2026-02-04T13:57:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260205,PRJ-001,2026-02-05,EMP-0030,Sandstorm,41,293,147,15,Agency here year walk fight early draw.,Six person maintain message decide expect.,10,,2026-02-05T17:24:00,2026-02-05T17:24:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260207,PRJ-001,2026-02-07,EMP-0068,Clear,46,205,324,19,Partner good theory less great east stage interesting.,Finish accept future only concern cut.,3,,2026-02-07T09:41:00,2026-02-07T09:41:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260208,PRJ-001,2026-02-08,EMP-0063,Humid,36,265,496,41,Save floor information several but dinner picture under.,My when bill sport consumer cell.,9,,2026-02-08T14:17:00,2026-02-08T14:17:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260209,PRJ-001,2026-02-09,EMP-0066,Hot,48,269,100,43,Garden draw staff cover foreign already second.,,2,,2026-02-09T15:26:00,2026-02-09T15:26:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260210,PRJ-001,2026-02-10,EMP-0017,Rain,29,162,175,36,Let ground five team soldier region.,Run consider test tree wait address light.,0,,2026-02-10T13:21:00,2026-02-10T13:21:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260211,PRJ-001,2026-02-11,EMP-0054,Windy,41,90,493,49,Attack scene partner tonight behind body both.,Think condition politics leave name fight happen.,6,,2026-02-11T14:09:00,2026-02-11T14:09:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260212,PRJ-001,2026-02-12,EMP-0064,Sunny,34,76,475,49,Cause doctor set own who model great.,,6,,2026-02-12T15:59:00,2026-02-12T15:59:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260214,PRJ-001,2026-02-14,EMP-0013,Hot,30,184,375,41,Nature with section subject on those public natural.,,9,,2026-02-14T09:20:00,2026-02-14T09:20:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260215,PRJ-001,2026-02-15,EMP-0067,Rain,37,277,325,19,Soldier environmental vote something traditional address could.,,1,,2026-02-15T16:22:00,2026-02-15T16:22:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260216,PRJ-001,2026-02-16,EMP-0036,Clear,45,143,342,14,Issue door and water.,,2,,2026-02-16T13:36:00,2026-02-16T13:36:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260217,PRJ-001,2026-02-17,EMP-0043,Sandstorm,30,256,373,46,Debate order onto food TV.,,7,,2026-02-17T13:50:00,2026-02-17T13:50:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260218,PRJ-001,2026-02-18,EMP-0104,Humid,35,268,272,14,Authority thank responsibility computer will station.,,5,,2026-02-18T16:37:00,2026-02-18T16:37:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260219,PRJ-001,2026-02-19,EMP-0063,Sunny,27,118,202,13,Industry only middle mission through near public.,,9,,2026-02-19T12:14:00,2026-02-19T12:14:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260221,PRJ-001,2026-02-21,EMP-0025,Clear,42,197,221,16,Style recent teacher administration.,Begin position because section get develop oil.,5,,2026-02-21T17:15:00,2026-02-21T17:15:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260222,PRJ-001,2026-02-22,EMP-0013,Humid,46,180,469,34,Scientist place line red marriage high everyone.,Daughter common teacher soon could program matter finally.,5,,2026-02-22T11:34:00,2026-02-22T11:34:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260223,PRJ-001,2026-02-23,EMP-0029,Sunny,46,178,387,12,Chance painting become recently financial.,,1,,2026-02-23T16:06:00,2026-02-23T16:06:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260224,PRJ-001,2026-02-24,EMP-0055,Hot,30,143,142,42,Must information fear already whether there catch.,It several your Republican scene.,6,,2026-02-24T16:29:00,2026-02-24T16:29:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260225,PRJ-001,2026-02-25,EMP-0097,Humid,46,155,293,40,Community none Congress open early class speech outside.,,7,,2026-02-25T17:23:00,2026-02-25T17:23:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260226,PRJ-001,2026-02-26,EMP-0096,Sunny,34,269,444,12,Individual painting law fish.,,5,,2026-02-26T15:24:00,2026-02-26T15:24:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260228,PRJ-001,2026-02-28,EMP-0018,Sunny,45,249,388,24,Spring drug allow board put.,,7,,2026-02-28T11:42:00,2026-02-28T11:42:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260301,PRJ-001,2026-03-01,EMP-0085,Humid,26,62,252,29,Possible air bag understand.,Necessary onto out both talk effect.,8,,2026-03-01T12:40:00,2026-03-01T12:40:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260302,PRJ-001,2026-03-02,EMP-0015,Clear,48,243,319,12,Smile federal society return case.,,7,,2026-03-02T17:45:00,2026-03-02T17:45:00,system@alrashdeng.ae,1,True,
DSR-PRJ-001-20260303,PRJ-001,2026-03-03,EMP-0070,Rain,34,111,487,34,Production attack front hit cover guess final.,,4,,2026-03-03T15:25:00,2026-03-03T15:25:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251203,PRJ-006,2025-12-03,EMP-0017,Humid,48,159,263,44,Heavy none kid sport least itself.,,7,,2025-12-03T16:51:00,2025-12-03T16:51:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251204,PRJ-006,2025-12-04,EMP-0028,Hot,25,280,421,26,Building state nor style sit write.,,9,,2025-12-04T10:34:00,2025-12-04T10:34:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251206,PRJ-006,2025-12-06,EMP-0095,Hot,27,101,343,11,Possible require above security author.,,7,,2025-12-06T07:14:00,2025-12-06T07:14:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251207,PRJ-006,2025-12-07,EMP-0085,Sunny,26,245,144,27,Case ten rate party view since management.,,8,,2025-12-07T09:58:00,2025-12-07T09:58:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251208,PRJ-006,2025-12-08,EMP-0043,Clear,38,227,122,34,Charge news purpose.,,1,,2025-12-08T14:39:00,2025-12-08T14:39:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251209,PRJ-006,2025-12-09,EMP-0048,Windy,33,263,429,35,During assume energy fight movie.,,5,,2025-12-09T14:51:00,2025-12-09T14:51:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251210,PRJ-006,2025-12-10,EMP-0037,Sunny,25,138,116,13,Including western ground listen late less.,,0,,2025-12-10T07:04:00,2025-12-10T07:04:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251211,PRJ-006,2025-12-11,EMP-0064,Sunny,38,290,102,35,Collection point than season laugh.,,1,,2025-12-11T08:39:00,2025-12-11T08:39:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251213,PRJ-006,2025-12-13,EMP-0070,Clear,37,263,374,45,Day kitchen here together range.,,0,,2025-12-13T16:02:00,2025-12-13T16:02:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251214,PRJ-006,2025-12-14,EMP-0068,Clear,34,91,225,19,Later tell article fire sound.,Ground while ask attorney water must.,10,,2025-12-14T13:14:00,2025-12-14T13:14:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251215,PRJ-006,2025-12-15,EMP-0095,Hot,36,152,258,31,Keep despite soon time.,,10,,2025-12-15T11:49:00,2025-12-15T11:49:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251216,PRJ-006,2025-12-16,EMP-0013,Sandstorm,43,224,250,19,Apply box clear machine beautiful organization.,,9,,2025-12-16T09:08:00,2025-12-16T09:08:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251217,PRJ-006,2025-12-17,EMP-0010,Sunny,27,295,216,49,Teach candidate recent kind charge car center yard.,,5,,2025-12-17T09:01:00,2025-12-17T09:01:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251218,PRJ-006,2025-12-18,EMP-0054,Windy,33,293,448,25,School central race trade building.,,3,,2025-12-18T09:23:00,2025-12-18T09:23:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251220,PRJ-006,2025-12-20,EMP-0046,Clear,45,180,500,22,Weight draw church full.,,7,,2025-12-20T07:07:00,2025-12-20T07:07:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251221,PRJ-006,2025-12-21,EMP-0040,Sandstorm,40,128,259,15,Various soon light.,,6,,2025-12-21T09:07:00,2025-12-21T09:07:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251222,PRJ-006,2025-12-22,EMP-0036,Humid,48,194,363,29,Different challenge table policy.,,8,,2025-12-22T17:57:00,2025-12-22T17:57:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251223,PRJ-006,2025-12-23,EMP-0034,Sandstorm,45,70,318,50,Especially election art fund cup.,Thank plan much argue front someone more.,9,,2025-12-23T10:26:00,2025-12-23T10:26:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251224,PRJ-006,2025-12-24,EMP-0096,Clear,40,223,264,34,Group score term.,,2,,2025-12-24T17:53:00,2025-12-24T17:53:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251225,PRJ-006,2025-12-25,EMP-0081,Windy,42,266,492,14,Stage power effect past.,Wear reduce million.,4,,2025-12-25T17:07:00,2025-12-25T17:07:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251227,PRJ-006,2025-12-27,EMP-0042,Humid,46,57,144,50,Somebody culture will room.,,7,,2025-12-27T07:00:00,2025-12-27T07:00:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251228,PRJ-006,2025-12-28,EMP-0036,Clear,28,174,197,24,Glass trade cold that.,,9,,2025-12-28T08:06:00,2025-12-28T08:06:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251229,PRJ-006,2025-12-29,EMP-0081,Sunny,41,210,315,14,Simple democratic charge any.,,8,,2025-12-29T15:13:00,2025-12-29T15:13:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251230,PRJ-006,2025-12-30,EMP-0072,Humid,35,164,118,15,Indeed blue water special commercial police go.,,1,,2025-12-30T13:05:00,2025-12-30T13:05:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20251231,PRJ-006,2025-12-31,EMP-0085,Humid,43,126,186,32,Approach method leader kid prepare water.,,5,,2025-12-31T09:55:00,2025-12-31T09:55:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260101,PRJ-006,2026-01-01,EMP-0042,Sunny,39,53,413,29,Pretty simply wide main subject.,,6,,2026-01-01T12:39:00,2026-01-01T12:39:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260103,PRJ-006,2026-01-03,EMP-0068,Humid,45,218,243,27,Approach start cold energy people.,,0,,2026-01-03T16:37:00,2026-01-03T16:37:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260104,PRJ-006,2026-01-04,EMP-0038,Rain,44,89,435,43,Range wind strong.,,1,,2026-01-04T17:21:00,2026-01-04T17:21:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260105,PRJ-006,2026-01-05,EMP-0037,Windy,31,52,358,25,Message clearly teach whatever yard.,,7,,2026-01-05T14:08:00,2026-01-05T14:08:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260106,PRJ-006,2026-01-06,EMP-0085,Humid,28,188,356,24,This difficult practice bag well something.,,10,,2026-01-06T16:21:00,2026-01-06T16:21:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260107,PRJ-006,2026-01-07,EMP-0031,Hot,43,70,117,21,Politics dog way we new movie late.,Pretty indicate shoulder Democrat.,3,,2026-01-07T16:34:00,2026-01-07T16:34:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260108,PRJ-006,2026-01-08,EMP-0097,Windy,34,201,212,33,Teacher agree create officer physical painting.,,9,,2026-01-08T16:41:00,2026-01-08T16:41:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260110,PRJ-006,2026-01-10,EMP-0055,Clear,39,136,263,28,Just teacher carry see these should.,,8,,2026-01-10T15:55:00,2026-01-10T15:55:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260111,PRJ-006,2026-01-11,EMP-0025,Sunny,32,215,472,27,They between fly.,,1,,2026-01-11T14:02:00,2026-01-11T14:02:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260112,PRJ-006,2026-01-12,EMP-0063,Humid,40,269,256,23,Career billion year weight campaign office.,Car citizen soldier well month individual.,2,,2026-01-12T13:31:00,2026-01-12T13:31:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260113,PRJ-006,2026-01-13,EMP-0064,Sunny,42,90,325,32,Little cover direction be board.,,8,,2026-01-13T14:24:00,2026-01-13T14:24:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260114,PRJ-006,2026-01-14,EMP-0064,Clear,39,197,383,14,Between skill heavy must I anything her foot.,,5,,2026-01-14T08:44:00,2026-01-14T08:44:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260115,PRJ-006,2026-01-15,EMP-0030,Clear,34,161,398,20,Yes someone author deal mind.,,9,,2026-01-15T10:13:00,2026-01-15T10:13:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260117,PRJ-006,2026-01-17,EMP-0081,Rain,37,240,445,23,Establish laugh sometimes here stuff let avoid.,,8,,2026-01-17T14:10:00,2026-01-17T14:10:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260118,PRJ-006,2026-01-18,EMP-0030,Windy,32,217,292,19,Teacher quite drug cup security class watch laugh.,,8,,2026-01-18T11:57:00,2026-01-18T11:57:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260119,PRJ-006,2026-01-19,EMP-0082,Rain,27,77,427,26,Year hair loss beat page involve.,Network none receive top.,7,,2026-01-19T12:33:00,2026-01-19T12:33:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260120,PRJ-006,2026-01-20,EMP-0096,Sandstorm,32,279,372,36,Attorney myself character ago begin total dog watch.,Life force movie plant Congress long.,8,,2026-01-20T07:23:00,2026-01-20T07:23:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260121,PRJ-006,2026-01-21,EMP-0015,Sandstorm,34,130,149,17,Majority other simply late range.,,4,,2026-01-21T14:52:00,2026-01-21T14:52:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260122,PRJ-006,2026-01-22,EMP-0016,Rain,48,162,482,15,Sign daughter region thought the result image line.,From identify fund those record pressure half.,0,,2026-01-22T17:02:00,2026-01-22T17:02:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260124,PRJ-006,2026-01-24,EMP-0012,Sunny,25,280,126,25,Theory discover Mr life than.,,2,,2026-01-24T17:30:00,2026-01-24T17:30:00,system@alrashdeng.ae,1,True,
DSR-PRJ-006-20260125,PRJ-006,2026-01-25,EMP-0038,Clear,39,212,188,43,Edge bill education order woman.,,2,,2026-01-25T11:39:00,2026-01-25T11:39:00,system@alrashdeng.ae,1,True,
